Numbers,Country,Year,Status,Life.expectancy,Adult.Mortality,infant.deaths,Alcohol,percentage.expenditure,Hepatitis.B,Measles,BMI,under.five.deaths,Polio,Total.expenditure,Diphtheria,HIV.AIDS,GDP,Population
1,Afghanistan,2003,Developing,56.7,295,87,0.01,11.08905273,65,798,13.4,122,41,8.82,41,0.1,198.7285436,2364851
2,Albania,2003,Developing,72.8,18,1,4.29,14.71928882,97,8,47.9,1,97,6.27,97,0.1,189.681557,339616
3,Algeria,2003,Developing,71.7,146,20,0.34,25.0185226,0,15374,47,23,87,3.6,87,0.1,294.33556,3243514
4,Angola,2003,Developing,46.8,388,95,3.49,35.93349121,0,1196,16.8,155,4,4.41,4,2.4,779.468356,1823369
5,Antigua and Barbuda,2003,Developing,74.2,151,0,7.16,1158.065259,99,0,4.1,0,99,4.53,99,0.1,9739.82556,0
6,Argentina,2003,Developing,74.1,137,11,7.62,57.58467352,73,0,55.7,13,95,8.22,96,0.1,333.4376,3839379
7,Armenia,2003,Developing,72.7,134,1,3.03,7.341493148,93,4,48.1,1,96,5.56,94,0.1,93.1661567,31786
8,Australia,2003,Developed,83,71,1,9.97,3829.550928,95,91,6.3,1,92,8.32,93,0.1,23465.38559,198954
9,Austria,2003,Developed,78.8,88,0,12.2,504.4308735,83,90,51.7,0,84,1.48,84,0.1,3212.9355,8121423
10,Azerbaijan,2003,Developing,67.8,154,7,0.55,42.41491183,51,1978,43.6,8,79,6.56,77,0.1,883.6439965,82341
11,Bahamas,2003,Developing,73.2,189,0,10.68,0,88,0,56.7,0,93,5.62,92,0.1,0,0
12,Bahrain,2003,Developing,75,85,0,2.16,1214.558167,98,12,55.2,0,97,3.74,97,0.1,14221.99259,0
13,Bangladesh,2003,Developing,66.8,161,196,0.01,35.48458957,5,4067,11.6,264,9,2.51,87,0.1,432.7388972,139191
14,Barbados,2003,Developing,73.7,121,0,7.65,13.5139917,91,0,45.4,0,9,5.82,89,0.4,1228.5447,0
15,Belarus,2003,Developing,67.7,253,1,11.17,23.83578594,56,21,55.8,1,53,6.59,5,0.1,1819.525644,9796749
16,Belgium,2003,Developed,78.3,95,0,11.28,507.306164,64,44,59.4,1,96,9.3,95,0.1,3743.95693,1376133
17,Belize,2003,Developing,68.4,21,0,5.67,312.7995946,96,0,42.6,0,95,4.53,96,1.5,3679.99523,26913
18,Benin,2003,Developing,55.8,285,25,1.35,8.931827297,73,217,19.7,40,75,4.63,73,2.1,519.2922847,752555
19,Bhutan,2003,Developing,63.3,273,1,0.52,19.15664091,95,0,15.5,1,96,4.9,95,0.2,997.7417141,623434
20,Bolivia (Plurinational State of),2003,Developing,64.5,23,13,2.37,0,8,0,44.7,17,82,5.3,88,0.2,0,0
21,Bosnia and Herzegovina,2003,Developing,75.2,12,0,4.14,39.86518043,0,18,49.4,0,87,7.94,87,0.1,2214.732246,3779247
22,Botswana,2003,Developing,46.4,693,2,5.51,299.3671252,9,59,31.6,4,96,4.65,96,31.9,4163.6596,184339
23,Brazil,2003,Developing,71.8,172,88,6.95,15.85781237,97,2,46.1,100,99,6.94,99,0.1,359.587582,182482149
24,Brunei Darussalam,2003,Developing,76,89,0,0.12,1406.51194,99,24,29.1,0,99,3.9,92,0.1,18555.56649,0
25,Bulgaria,2003,Developed,72,155,1,11.19,32.38616103,96,0,58.6,1,96,7.43,96,0.1,271.46824,7775327
26,Burkina Faso,2003,Developing,51.6,332,49,4.58,41.60951275,0,2946,13.3,92,83,5.61,79,2.9,332.344351,12654621
27,Burundi,2003,Developing,51.9,387,24,5.84,6.545263634,0,224,13.5,38,75,5.25,82,5.1,112.849373,6953113
28,Côte d'Ivoire,2003,Developing,48,473,64,3.12,0,63,4770,2.9,92,68,4.65,61,6.7,0,0
29,Cabo Verde,2003,Developing,71.1,144,0,4.16,209.0865,66,0,23.2,0,93,5,92,0.9,1768.92132,46147
30,Cambodia,2003,Developing,63,268,21,1.44,55.59543946,0,653,13.1,26,69,6.74,69,1.9,362.4213785,12853124
31,Cameroon,2003,Developing,51.8,412,60,4.64,67.63925302,0,899,22.3,95,72,4.97,73,7.7,824.8689393,16513822
32,Canada,2003,Developing,79.7,78,2,7.7,4687.845565,14,15,6,2,88,9.54,91,0.1,28172.14883,31676
33,Central African Republic,2003,Developing,45.7,51,17,1.49,46.11619441,0,652,17.5,26,44,4.31,47,12.8,286.25819,3981665
34,Chad,2003,Developing,48.4,43,44,0.42,3.979243535,0,15801,14.8,77,36,5.49,23,5.1,292.5914364,935321
35,Chile,2003,Developing,77.9,1,2,6.37,584.0993429,0,1,56.1,2,96,7.34,96,0.1,4787.699532,15799542
36,China,2003,Developing,73.1,13,391,2.96,122.9365349,75,71879,22.6,467,87,4.82,86,0.1,1288.642924,12884
37,Colombia,2003,Developing,72.4,15,16,4.25,417.8038898,92,0,49,19,92,5.92,92,0.1,2246.257472,42152151
38,Comoros,2003,Developing,59.6,271,2,0.26,45.09010835,28,0,18.4,2,8,3.65,8,0.1,544.566526,583211
39,Congo,2003,Developing,53.2,417,9,2.45,0,0,3712,2.7,14,5,2.61,5,6.8,0,0
