Numbers,Country,Year,Status,Life.expectancy,Adult.Mortality,infant.deaths,Alcohol,percentage.expenditure,Hepatitis.B,Measles,BMI,under.five.deaths,Polio,Total.expenditure,Diphtheria,HIV.AIDS,GDP,Population
1,Afghanistan,2009,Developing,58.6,281,77,0.01,56.76221682,63,2861,16.2,106,63,9.42,63,0.1,445.8932979,284331
2,Albania,2009,Developing,76.1,91,1,5.79,348.0559517,98,,53.5,1,98,5.79,98,0.1,4114.136545,2927519
3,Algeria,2009,Developing,74.4,123,20,0.5,352.0636419,94,107,52.8,23,94,5.36,95,0.1,3868.83123,3546576
4,Angola,2009,Developing,49.1,369,81,7.01,212.9229325,61,2807,19.8,127,63,4.37,6,2.5,3347.84485,22549547
5,Antigua and Barbuda,2009,Developing,75.4,14,,7.82,149.3587355,98,,43.8,,98,4.86,99,0.1,1312.46692,NA
6,Argentina,2009,Developing,75.6,126,10,8.33,1398.042623,94,3,59.2,11,97,7.63,94,0.1,8161.36966,479947
7,Armenia,2009,Developing,73.3,137,1,3.96,201.1855461,93,,5.7,1,94,4.55,93,0.1,2993.832531,2888584
8,Australia,2009,Developed,81.7,66,1,10.62,7172.275229,94,104,63.4,1,92,9.5,92,0.1,42742.99898,216917
9,Austria,2009,Developed,82,77,,11.3,8053.557638,83,49,54.7,,83,11.19,83,0.1,47654.18721,8343323
10,Azerbaijan,2009,Developing,78,132,6,2.1,22.48638351,74,,47.3,6,84,5.85,81,0.1,495.294791,8947243
11,Bahamas,2009,Developing,74.6,168,,9.29,,95,,6.7,,97,7.43,96,0.1,NA,NA
12,Bahrain,2009,Developing,76,74,,1.95,332.9347646,98,3,59.3,,97,3.79,98,0.1,19356.67236,NA
13,Bangladesh,2009,Developing,69.5,144,135,0.01,53.26400378,97,718,14.6,173,97,2.91,97,0.1,681.125368,1545478
14,Barbados,2009,Developing,74.6,19,,8.46,327.1618128,93,,49.9,,93,6.21,93,0.1,16523.32388,NA
15,Belarus,2009,Developing,70,226,,14.09,434.7985025,98,,58.7,1,98,6.9,96,0.1,5176.172649,956765
16,Belgium,2009,Developed,79.8,85,,10.05,671.9376566,97,33,61.6,1,98,1.39,98,0.1,4488.5615,1796493
17,Belize,2009,Developing,69.5,184,,6.85,549.8096097,97,,46.3,,98,5.81,97,0.3,4258.788611,313929
18,Benin,2009,Developing,58.4,259,25,1.16,71.01399249,79,1461,22.5,39,8,4.46,79,1.6,793.45243,894476
19,Bhutan,2009,Developing,67.4,232,1,0.17,27.48907048,93,6,19.5,1,93,6.3,93,0.4,177.234497,714458
20,Bolivia (Plurinational State of),2009,Developing,68,27,10,3.87,,93,,48.6,12,92,5.76,93,0.2,NA,NA
21,Bosnia and Herzegovina,2009,Developing,76.1,97,,4.75,645.021302,9,22,52.6,,9,9.64,9,0.1,4697.89732,3746561
22,Botswana,2009,Developing,59.2,393,2,5.01,426.7855662,94,184,34.7,3,96,6.39,96,9,5185.729845,1979882
23,Brazil,2009,Developing,73.6,157,57,7.33,564.5233902,99,,51.1,64,99,8.65,99,0.1,8553.3847,194895996
24,Brunei Darussalam,2009,Developing,76.8,88,,0.25,1873.686852,96,2,35.2,,99,2.85,99,0.1,27965.4754,NA
25,Bulgaria,2009,Developed,73.2,152,1,10.93,661.5144334,96,2249,62.1,1,94,6.78,94,0.1,6955.987733,7444443
26,Burkina Faso,2009,Developing,56.9,283,44,4.55,81.14304705,92,54118,16.1,77,91,7.41,92,1.1,552.7455521,1514199
27,Burundi,2009,Developing,56.2,338,23,4.05,2.030494673,94,305,15.7,34,96,6.96,94,2.4,24.944652,848931
28,Côte d'Ivoire,2009,Developing,51,426,60,2.92,,81,183,24.4,84,77,6.41,81,3.7,NA,NA
29,Cabo Verde,2009,Developing,72.4,124,,4.45,339.9777364,98,,26.8,,99,4.24,99,0.4,3444.5566,496963
30,Cambodia,2009,Developing,66.1,195,15,2.13,48.35423978,92,4779,15.9,17,95,6.36,94,0.6,738.2326684,14928
31,Cameroon,2009,Developing,54.8,373,54,5.89,9.042540892,8,251,25.4,85,79,5.7,8,6.3,123.19538,19432541
32,Canada,2009,Developing,81,72,2,8.4,864.94993,42,14,63.6,2,89,11.17,91,0.1,4773.45436,33628571
33,Central African Republic,2009,Developing,48.6,453,17,1.56,40.45156933,42,11,19.8,25,45,3.58,42,7.3,449.961839,44423
34,Chad,2009,Developing,57,37,46,0.47,4.982900401,24,165,16.7,80,32,3.31,24,4.4,84.455939,1152786
35,Chile,2009,Developing,79.3,91,2,7.67,181.525923,94,1,59.9,2,94,7.39,94,0.1,1243.32824,16829442
36,China,2009,Developing,74.9,93,248,4.88,50.28348923,99,52461,27.3,288,99,5.8,99,0.1,3838.434292,133126
37,Colombia,2009,Developing,73.6,15,13,4.34,941.6464045,92,,53.5,15,92,7.1,92,0.1,5148.422113,45416181
38,Comoros,2009,Developing,61.3,251,2,0.17,56.98952474,83,1,21.1,2,84,3.82,83,0.1,778.5454199,673252
39,Congo,2009,Developing,68,314,7,3.47,,75,1,23.9,11,76,2.27,78,4,NA,NA
40,Costa Rica,2009,Developing,79.2,96,1,4.07,24.88720369,87,,54.4,1,8,9.69,86,0.1,689.396224,4488263
41,Croatia,2009,Developed,76.3,19,,12.21,2160.380199,97,2,6,,96,8.18,96,0.1,14157.14416,442978
42,Cuba,2009,Developing,78.1,11,1,4.01,818.8771016,96,,56.9,1,99,11.78,96,0.1,5484.7763,NA
43,Cyprus,2009,Developed,79.3,6,,10.8,230.2524184,96,,57.3,,99,7.4,99,0.1,3215.8159,19876
44,Czechia,2009,Developed,77.1,12,,13.23,,99,5,63.1,,99,7.85,99,0.1,NA,NA
45,Democratic People's Republic of Korea,2009,Developing,68.7,161,9,3.35,,93,,29.7,11,98,NA,93,0.1,NA,NA
46,Democratic Republic of the Congo,2009,Developing,56.7,292,238,2.13,,72,57,18.6,323,78,5.61,72,1.7,NA,NA
47,Denmark,2009,Developed,78.9,86,,10.08,9765.616994,NA,6,56.6,,89,11.47,89,0.1,58163.29359,552395
48,Djibouti,2009,Developing,69,279,1,0.49,177.2671607,89,48,31.7,2,89,8.37,89,3.2,1253.657431,83684
49,Dominican Republic,2009,Developing,73.6,157,6,6.05,587.8828228,8,,52.6,8,85,4.41,82,1.2,4952.67753,9767758
50,Ecuador,2009,Developing,75.1,137,7,3.87,282.1440066,91,,5,8,91,5.58,94,0.1,4255.56571,14691275
51,Egypt,2009,Developing,69.9,174,54,0.21,,97,608,56.2,64,97,5.1,97,0.1,NA,NA
52,El Salvador,2009,Developing,71.4,23,2,2.55,416.4338399,91,,52.1,2,91,6.83,91,0.3,3366.482133,6137276
53,Equatorial Guinea,2009,Developing,55.7,34,3,7.97,115.0692415,NA,78,21.7,4,57,5.32,43,7.3,1653.2937,99111
54,Eritrea,2009,Developing,61.4,311,6,0.63,1.575160196,92,82,15.5,9,92,3.3,92,1,43.7544499,431334
55,Estonia,2009,Developing,74.9,156,,15.04,1717.088711,95,,57.1,,95,6.93,95,0.1,14726.31828,1334515
56,Ethiopia,2009,Developing,68,274,169,1.17,53.77354001,56,1176,15.3,256,65,4.41,58,2,379.7566385,85416253
57,Fiji,2009,Developing,68.9,23,,2.31,60.65068446,99,1,58,,99,4.26,99,0.1,3369.48247,851967
58,Finland,2009,Developing,79.7,91,,9.96,579.7384368,NA,2,59.8,,99,9.2,99,0.1,4717.15571,5338871
59,France,2009,Developing,81.1,88,3,11.8,6415.35735,51,1541,59.6,3,98,11.28,98,0.1,41631.13141,647744
60,Gabon,2009,Developing,61.7,31,2,8.64,52.31086276,79,,33,3,74,3.43,76,8,763.66223,1586754
61,Gambia,2009,Developing,59,286,3,2.99,,97,,23.5,6,97,5.85,98,2.7,NA,NA
62,Georgia,2009,Developing,73.2,133,1,6.66,18.5314303,54,23,51.3,1,93,1.19,88,0.1,276.588512,3978
63,Germany,2009,Developed,80,79,2,11.22,7641.270645,88,574,59.5,3,95,11.4,96,0.1,41732.7725,819237
64,Ghana,2009,Developing,66,271,41,1.76,30.72290501,94,101,24.9,60,94,5.17,94,2.1,186.76538,2393831
65,Greece,2009,Developing,80,78,,9.08,372.6854142,95,2,63.1,,99,9.76,99,0.1,2971.973,111717
