Numbers,Country,Year,Status,Life.expectancy,Adult.Mortality,infant.deaths,Alcohol,percentage.expenditure,Hepatitis.B,Measles,BMI,under.five.deaths,Polio,Total.expenditure,Diphtheria,HIV.AIDS,GDP,Population
1,Afghanistan,2013,Developing,59.9,268,66,0.01,73.21924272,64,430,18.1,89,62,8.13,64,0.1,631.744976,31731688
2,Albania,2013,Developing,77.2,84,,4.76,430.8769785,99,,56.5,1,99,5.66,99,0.1,4414.72314,289592
3,Algeria,2013,Developing,75.3,112,21,0.53,544.4507432,95,25,57.2,24,95,7.12,95,0.1,5471.866766,38338562
4,Angola,2013,Developing,51.1,355,69,8.1,35.95857279,77,8523,22.1,105,67,4.26,77,2.3,484.616884,2599834
5,Antigua and Barbuda,2013,Developing,76.1,133,,8.58,1991.430372,99,,46.4,,98,5.33,99,0.2,12224.86416,NA
6,Argentina,2013,Developing,76,119,8,8.28,1001.796332,94,,61.6,10,99,4.99,94,0.1,12976.63642,42539925
7,Armenia,2013,Developing,74.4,123,1,3.79,279.4290812,95,10,53.3,1,96,4.55,95,0.1,3843.591213,289359
8,Australia,2013,Developed,82.5,61,1,9.87,11734.85381,91,158,65.5,1,91,9.36,91,0.1,67792.3386,23117353
9,Austria,2013,Developed,81.1,68,,11.82,90.58501176,95,,56.6,,95,11.14,95,0.1,554.71532,8479375
10,Azerbaijan,2013,Developing,72.2,121,5,2.14,275.6514934,93,164,5.6,6,96,5.54,93,0.1,7875.756953,941681
11,Bahamas,2013,Developing,74.8,172,,9.42,,97,,63.2,,97,7.5,97,0.1,NA,NA
12,Bahrain,2013,Developing,76.7,7,,1.65,3.968695982,99,,62.2,,99,4.69,99,0.1,251.18329,NA
13,Bangladesh,2013,Developing,71,135,104,0.01,52.82986467,96,237,17,130,96,2.88,96,0.1,951.8894535,157571292
14,Barbados,2013,Developing,75.2,11,,8.74,263.0372838,91,,53,,91,7.57,91,0.1,15472.7814,NA
15,Belarus,2013,Developing,71.7,23,,14.66,1109.854619,98,16,61.1,1,98,6.7,98,0.1,7978.825443,9465997
16,Belgium,2013,Developed,87,77,,11.77,702.359357,98,39,63,1,99,1.57,99,0.1,4651.38647,11182817
17,Belize,2013,Developing,69.8,18,,6.56,629.2018591,95,,49.3,,95,5.79,95,0.2,4688.538443,344181
18,Benin,2013,Developing,59.5,251,25,0.01,87.4080423,77,637,24.6,39,73,4.59,77,1.2,915.2674586,14451
19,Bhutan,2013,Developing,69.1,219,,0.01,19.79057439,97,,22.7,1,97,3.83,97,0.6,235.882889,764961
20,Bolivia (Plurinational State of),2013,Developing,71,192,8,3.78,,94,,51.2,10,95,5.96,94,0.1,NA,NA
21,Bosnia and Herzegovina,2013,Developing,77,9,,4.12,75.61062911,91,,54.7,,87,9.46,89,0.1,535.86555,364999
22,Botswana,2013,Developing,64.2,286,2,0.01,1.117811275,95,1,36.8,2,96,5.84,95,2.8,77.625783,212857
23,Brazil,2013,Developing,74.7,146,46,7.24,916.270845,96,220,54.5,52,96,8.48,97,0.1,12216.9446,2248632
24,Brunei Darussalam,2013,Developing,77.1,84,,0.01,2845.306444,98,,39.2,,99,2.61,99,0.1,44597.27968,NA
25,Bulgaria,2013,Developed,74.1,14,1,12.06,149.659879,95,14,64.5,1,95,7.93,95,0.1,7674.86559,7265115
26,Burkina Faso,2013,Developing,59,27,40,4.64,88.97040214,88,375,18.2,66,89,5.91,88,0.7,699.452847,1772723
27,Burundi,2013,Developing,58.6,33,22,0.01,40.15128458,96,,17.6,32,96,8.3,96,1,282.7555252,96186
