Numbers,Country,Year,Status,Life.expectancy,Adult.Mortality,infant.deaths,Alcohol,percentage.expenditure,Hepatitis.B,Measles,BMI,under.five.deaths,Polio,Total.expenditure,Diphtheria,HIV.AIDS,GDP,Population
1,Afghanistan,2002,Developing,56.2,3,88,0.01,16.88735091,64,2486,13,122,36,7.76,36,0.1,187.84595,21979923
2,Albania,2002,Developing,73.3,15,1,3.73,104.5169157,96,16,46.9,1,98,6.3,98,0.1,1453.642777,3511
3,Algeria,2002,Developing,71.6,145,20,0.36,148.5119843,0,5862,46.1,23,86,3.73,86,0.1,1774.33673,3199546
4,Angola,2002,Developing,46.5,391,96,2.82,24.037942,0,11945,16.3,157,37,3.63,41,2.3,711.181716,17572649
5,Antigua and Barbuda,2002,Developing,74,153,0,7.21,927.4075855,99,0,39.5,0,93,4.41,98,0.1,9386.716452,0
6,Argentina,2002,Developing,74.1,138,12,7.81,470.1869145,66,0,55.1,13,94,8.31,93,0.1,2579.193168,3788937
7,Armenia,2002,Developing,72.6,134,1,2.86,57.17810403,91,40,47.8,1,96,5.4,94,0.1,783.261699,333897
8,Australia,2002,Developed,79.9,73,1,9.84,46.3871819,95,32,59.6,2,92,8.39,92,0.1,281.81763,196514
9,Austria,2002,Developed,78.7,9,0,12.5,3979.057728,81,0,51.2,0,82,1.27,83,0.1,26351.37568,881957
10,Azerbaijan,2002,Developing,67.8,146,7,0.55,39.33253687,5,4353,43.1,9,8,4.47,76,0.1,763.73858,817195
11,Bahamas,2002,Developing,73.1,19,0,10.85,0,89,0,56,0,93,5.26,94,0.1,0,0
12,Bahrain,2002,Developing,74.9,87,0,1.99,106.4303336,98,8,55,0,98,3.89,98,0.1,1312.33457,0
13,Bangladesh,2002,Developing,66.3,164,207,0.01,0.397228764,0,3484,11.2,280,83,2.59,83,0.1,4.6135745,1366667
14,Barbados,2002,Developing,73.5,123,0,7.59,133.099491,66,0,44.6,0,86,5.76,87,0.8,11675.39395,0
15,Belarus,2002,Developing,67.2,262,1,12.23,145.4233629,99,14,55.3,1,99,6.47,99,0.1,1479.383142,9865548
16,Belgium,2002,Developed,78,99,1,11.29,320.3177664,6,0,59,1,96,8.46,95,0.1,2552.3328,1332785
17,Belize,2002,Developing,68.5,199,0,4.99,262.8299189,97,0,42,0,93,4.38,89,0.1,3556.561825,26226
18,Benin,2002,Developing,55.6,283,25,1.23,40.48815233,15,1588,19.2,40,76,4.27,75,2.1,418.6985763,7295394
19,Bhutan,2002,Developing,62.5,282,1,0.29,151.9755193,83,27,14.9,1,89,7.75,86,0.1,885.6382245,66399
20,Bolivia (Plurinational State of),2002,Developing,63.9,234,14,2.26,0,77,0,44,18,76,6.53,77,0.1,0,0
21,Bosnia and Herzegovina,2002,Developing,75.4,11,0,3.84,151.1399301,0,28,48.8,0,86,7.1,8,0.1,1761.537647,377587
22,Botswana,2002,Developing,46,699,2,6.41,6.3300072,88,7,31.1,4,97,6.47,97,34.6,355.618382,1779953
23,Brazil,2002,Developing,71.4,176,95,7,140.9824766,92,1,45.3,109,99,7.13,99,0.1,2819.649531,1815121
24,Brunei Darussalam,2002,Developing,74.8,95,0,0.13,941.7036868,99,0,28,0,99,3.4,94,0.1,16846.2198,0
25,Bulgaria,2002,Developed,71.8,157,1,10.2,33.26778134,88,0,58.1,1,94,7.41,93,0.1,287.534843,7837161
